Date,,target_return
2018-04-12,KO,-0.04295887287066413
2018-04-12,PEP,-0.10049041178684837
2018-04-12,DIS,0.016746901567141315
2018-04-13,AAPL,0.08086004292938487
2018-04-13,MSFT,0.053174877054809055
2018-04-13,AMZN,0.11933966549947916
2018-04-13,GOOGL,0.06810837201732833
2018-04-13,META,0.1344517383904691
2018-04-13,NVDA,0.10306242329976412
2018-04-13,TSLA,-0.02786836940073012
2018-04-13,JPM,0.03250371894910886
2018-04-13,JNJ,-0.03491683161440429
2018-04-13,V,0.08634819108534875
2018-04-13,PG,-0.05628551316753849
2018-04-13,UNH,0.08294903305896373
2018-04-13,HD,0.10600654081533523
2018-04-13,MA,0.10253637031594409
2018-04-13,BAC,0.04427564038021936
2018-04-13,XOM,0.06189002657793008
2018-04-13,CVX,0.08701997890898183
2018-04-13,KO,-0.05545242104988324
2018-04-13,PEP,-0.11078441678580442
2018-04-13,DIS,0.020790851615415384
2018-04-16,AAPL,0.06440065950594898
2018-04-16,MSFT,0.03348311812464422
2018-04-16,AMZN,0.09338883107873741
2018-04-16,GOOGL,0.03706148387926178
2018-04-16,META,0.118243038281866
2018-04-16,NVDA,0.06082988406621892
2018-04-16,TSLA,-0.024142371484495828
2018-04-16,JPM,0.02558490385803447
2018-04-16,JNJ,-0.05047427223742884
2018-04-16,V,0.07538056206088983
2018-04-16,PG,-0.06340986272747928
2018-04-16,UNH,0.039794352959453105
2018-04-16,HD,0.07782275914722181
2018-04-16,MA,0.10443364265723964
2018-04-16,BAC,0.04310341626783609
2018-04-16,XOM,0.05193476846213496
2018-04-16,CVX,0.07470722622958847
2018-04-16,KO,-0.0662614250563125
2018-04-16,PEP,-0.11938353838518401
2018-04-16,DIS,0.026722059804072495
2018-04-17,AAPL,0.059748973473167544
2018-04-17,MSFT,0.01563158701031786
2018-04-17,AMZN,0.05549164466728285
2018-04-17,GOOGL,0.004383232508447632
2018-04-17,META,0.0862089410648641
2018-04-17,NVDA,0.035670601524608436
2018-04-17,TSLA,-0.004202447430302514
2018-04-17,JPM,0.028643754016947298
2018-04-17,JNJ,-0.03986309818535605
2018-04-17,V,0.057252102550189976
2018-04-17,PG,-0.053780937381260996
2018-04-17,UNH,0.013348081213325536
2018-04-17,HD,0.06554587443544557
2018-04-17,MA,0.07890655515474565
2018-04-17,BAC,0.03392990581602695
2018-04-17,XOM,0.057716550056784666
2018-04-17,CVX,0.06652537813966042
2018-04-17,KO,-0.07415357924310872
2018-04-17,PEP,-0.10734324415841145
2018-04-17,DIS,0.028027977658129144
2018-04-18,AAPL,0.05544553983561973
2018-04-18,MSFT,0.00160960101945129
2018-04-18,AMZN,0.035291653576290605
2018-04-18,GOOGL,0.005457738920733979
2018-04-18,META,0.10459245010819895
2018-04-18,NVDA,0.048038323975736485
2018-04-18,TSLA,-0.030035742226449225
2018-04-18,JPM,0.033245934927438325
2018-04-18,JNJ,-0.03038938901614019
2018-04-18,V,0.04557068769237271
2018-04-18,PG,-0.04544621506990376
2018-04-18,UNH,0.027678584097584613
2018-04-18,HD,0.03040408125174987
2018-04-18,MA,0.06549909235177931
2018-04-18,BAC,0.04335309060118542
2018-04-18,XOM,0.04404626287675528
2018-04-18,CVX,0.05468866693884866
2018-04-18,KO,-0.04965338973093658
2018-04-18,PEP,-0.08472159897283738
2018-04-18,DIS,0.030916313613134516
2018-04-19,AAPL,0.0822969065388699
2018-04-19,MSFT,0.00696928373423944
2018-04-19,AMZN,0.011214521070582073
2018-04-19,GOOGL,-0.01818490008438378
2018-04-19,META,0.08673408685306372
2018-04-19,NVDA,0.07396819850962522
2018-04-19,TSLA,-0.07750945999310177
2018-04-19,JPM,-0.005292484528597208
2018-04-19,JNJ,-0.02589111859946125
2018-04-19,V,0.0498022979162962
2018-04-19,PG,-0.02002550176527551
2018-04-19,UNH,0.037739876113414006
2018-04-19,HD,0.058409472899369375
2018-04-19,MA,0.06372689292050593
2018-04-19,BAC,0.002750692275967692
2018-04-19,XOM,0.03406766198187672
2018-04-19,CVX,0.042473043270284894
2018-04-19,KO,-0.048099745338861966
2018-04-19,PEP,-0.07639194850489484
2018-04-19,DIS,0.030054728345614068
2018-04-20,AAPL,0.13662671000774917
2018-04-20,MSFT,0.03182036123160703
2018-04-20,AMZN,0.03795114861635751
2018-04-20,GOOGL,0.0062118744806358706
2018-04-20,META,0.10951407264854462
2018-04-20,NVDA,0.06796010142507547
2018-04-20,TSLA,-0.01980950215253252
2018-04-20,JPM,0.0061017923501753835
2018-04-20,JNJ,-0.023182929340867076
2018-04-20,V,0.053670120168337165
2018-04-20,PG,0.0034953982600889333
2018-04-20,UNH,0.05476193874007573
2018-04-20,HD,0.07214604944592984
2018-04-20,MA,0.07962472380643892
2018-04-20,BAC,0.009485338670289778
2018-04-20,XOM,0.052061299585099974
2018-04-20,CVX,0.06686007245660974
2018-04-20,KO,-0.03037106313333926
2018-04-20,PEP,-0.028940222111889846
2018-04-20,DIS,0.038108426937477624
2018-04-23,AAPL,0.13698918222992762
2018-04-23,MSFT,0.02698381759615298
2018-04-23,AMZN,0.04186156826057719
2018-04-23,GOOGL,0.0013982223136093097
2018-04-23,META,0.10829715388326111
2018-04-23,NVDA,0.08407881531541284
2018-04-23,TSLA,-0.02950035201389012
2018-04-23,JPM,0.018717667022555062
2018-04-23,JNJ,-0.030786701718618636
2018-04-23,V,0.05203053177581918
2018-04-23,PG,0.014102706608125404
2018-04-23,UNH,0.04627482416711981
2018-04-23,HD,0.05186052956440679
2018-04-23,MA,0.09231523814528697
2018-04-23,BAC,0.018787843246492297
2018-04-23,XOM,0.036426530499979126
2018-04-23,CVX,0.046798619286099186
2018-04-23,KO,-0.03933117190245561
2018-04-23,PEP,-0.025741600863539937
2018-04-23,DIS,0.03917038862364586
2018-04-24,AAPL,0.1606706642906386
2018-04-24,MSFT,0.06411510632014172
2018-04-24,AMZN,0.09709675430966591
2018-04-24,GOOGL,0.06191888480841978
2018-04-24,META,0.17039263573173025
2018-04-24,NVDA,0.1198775171647708
2018-04-24,TSLA,-0.015483693437686852
2018-04-24,JPM,0.018945269796268205
2018-04-24,JNJ,-0.02202472952086565
2018-04-24,V,0.08887408279108411
2018-04-24,PG,0.023203504386701157
2018-04-24,UNH,0.042851004917171975
2018-04-24,HD,0.05886273613650217
2018-04-24,MA,0.11406304511078136
2018-04-24,BAC,0.008348425283802419
2018-04-24,XOM,0.05914210833326505
2018-04-24,CVX,0.059365728663539175
2018-04-24,KO,-0.015503959634661446
2018-04-24,PEP,-0.009678814628280463
2018-04-24,DIS,0.03447919359007501
2018-04-25,AAPL,0.1541593287061016
2018-04-25,MSFT,0.06959864259080817
2018-04-25,AMZN,0.09786531705212398
2018-04-25,GOOGL,0.0610558660094811
2018-04-25,META,0.1643183668357444
2018-04-25,NVDA,0.14395944426103835
2018-04-25,TSLA,-0.010121468307620063
2018-04-25,JPM,0.011240104058857225
2018-04-25,JNJ,-0.035538853845121454
2018-04-25,V,0.08941386265462814
2018-04-25,PG,0.020361239756637728
2018-04-25,UNH,0.03321575963556911
2018-04-25,HD,0.05489889369646672
2018-04-25,MA,0.11285340936089328
2018-04-25,BAC,0.002356064376970224
2018-04-25,XOM,0.019952616382165278
2018-04-25,CVX,0.0406687027809034
2018-04-25,KO,-0.0026020696039923408
2018-04-25,PEP,-0.009616760185023332
2018-04-25,DIS,0.009525455432661145
2018-04-26,AAPL,0.15274756186627236
2018-04-26,MSFT,0.048044057291803055
2018-04-26,AMZN,0.060732825634403964
2018-04-26,GOOGL,0.03908074725359301
2018-04-26,META,0.06178226917776741
2018-04-26,NVDA,0.10753884443742634
2018-04-26,TSLA,-0.023224043715846965
2018-04-26,JPM,0.00501323456512992
2018-04-26,JNJ,-0.043973277573008285
2018-04-26,V,0.03445940924367674
2018-04-26,PG,0.02145527156796989
2018-04-26,UNH,0.03354735834013467
2018-04-26,HD,0.005976119618781306
2018-04-26,MA,0.07302123940617067
2018-04-26,BAC,0.0029713179125381295
2018-04-26,XOM,-0.016723877697887524
2018-04-26,CVX,-0.007735596248325094
2018-04-26,KO,-0.008114632435694658
2018-04-26,PEP,-0.028609687522243576
2018-04-26,DIS,0.023677841289458934
2018-04-27,AAPL,0.16192055141443573
2018-04-27,MSFT,0.027312528379310086
2018-04-27,AMZN,0.02559423128282745
2018-04-27,GOOGL,0.035503695544718106
2018-04-27,META,0.06999251108934845
2018-04-27,NVDA,0.09905650270335897
2018-04-27,TSLA,-0.03507778627901048
2018-04-27,JPM,-0.03168713218798935
2018-04-27,JNJ,-0.06225852938316134
2018-04-27,V,0.031019891380401843
2018-04-27,PG,0.01705774091737222
2018-04-27,UNH,0.008268194917108396
2018-04-27,HD,-0.007825627730567941
2018-04-27,MA,0.07707444300193877
2018-04-27,BAC,-0.039457582637926536
2018-04-27,XOM,0.01833248376440677
2018-04-27,CVX,-0.032772405465151255
2018-04-27,KO,-0.014554041000321982
2018-04-27,PEP,-0.005976826669768287
2018-04-27,DIS,0.004632028351744033
2018-04-30,AAPL,0.13889879036704422
2018-04-30,MSFT,0.06265155735774708
2018-04-30,AMZN,0.03751923531252199
2018-04-30,GOOGL,0.05781653364863537
2018-04-30,META,0.09110465116279065
2018-04-30,NVDA,0.1255606186930398
2018-04-30,TSLA,-0.007415800299081732
2018-04-30,JPM,-0.004061641883499667
2018-04-30,JNJ,-0.036591051734959246
2018-04-30,V,0.03119003506914586
2018-04-30,PG,0.03524241428141894
2018-04-30,UNH,0.036149593003731884
2018-04-30,HD,0.018184460551892156
2018-04-30,MA,0.07572745242254308
2018-04-30,BAC,-0.014337077316218139
2018-04-30,XOM,0.05887398433890745
2018-04-30,CVX,0.009124321341649644
2018-04-30,KO,-0.0018422991893883855
2018-04-30,PEP,0.008821324097472383
2018-04-30,DIS,-0.0034846419530393247
2018-05-01,AAPL,0.10924319203644961
2018-05-01,MSFT,0.044919869547713986
2018-05-01,AMZN,0.029931869604236994
2018-05-01,GOOGL,0.05693015361768183
2018-05-01,META,0.1030714367882204
2018-05-01,NVDA,0.11096106835189001
2018-05-01,TSLA,-0.05064842183178553
2018-05-01,JPM,-0.016376977578937413
2018-05-01,JNJ,-0.043871885096158136
2018-05-01,V,0.026530612244898055
2018-05-01,PG,0.01679474670847103
2018-05-01,UNH,0.0197324319986405
2018-05-01,HD,0.01617634580651428
2018-05-01,MA,0.05484637331908648
2018-05-01,BAC,-0.026414996326612372
2018-05-01,XOM,0.06644727816610385
2018-05-01,CVX,0.004325370569704612
2018-05-01,KO,0.009667807265999917
2018-05-01,PEP,0.020637966071846536
2018-05-01,DIS,-0.005909011499450223
2018-05-02,AAPL,0.08171216500388878
2018-05-02,MSFT,0.08247123036501858
2018-05-02,AMZN,0.04578003159879729
2018-05-02,GOOGL,0.10618343727747237
2018-05-02,META,0.101777702050321
2018-05-02,NVDA,0.13910040286865333
2018-05-02,TSLA,-0.030981187147290146
2018-05-02,JPM,0.004521283645868124
2018-05-02,JNJ,-0.010800683308535897
2018-05-02,V,0.03698874724909684
2018-05-02,PG,0.03534147647211139
2018-05-02,UNH,0.04226134600279696
2018-05-02,HD,0.01328751707578335
2018-05-02,MA,0.05121604339389685
2018-05-02,BAC,-0.002028793844489285
2018-05-02,XOM,0.07627628634409223
2018-05-02,CVX,-0.0046075705626345
2018-05-02,KO,0.02525399048968957
2018-05-02,PEP,0.04057742986773838
2018-05-02,DIS,-0.002611451161734446
2018-05-03,AAPL,0.08876216034887618
2018-05-03,MSFT,0.08543828575278667
2018-05-03,AMZN,0.0592781537835223
2018-05-03,GOOGL,0.12349182569035233
2018-05-03,META,0.11067693368578313
2018-05-03,NVDA,0.13749633589401578
2018-05-03,TSLA,0.04320977888869537
2018-05-03,JPM,0.01116150252472714
2018-05-03,JNJ,-0.0014471379850676813
2018-05-03,V,0.047881513263748676
2018-05-03,PG,0.0395274207761771
2018-05-03,UNH,0.04480334664094299
2018-05-03,HD,0.05053509907884779
2018-05-03,MA,0.06029212236400494
2018-05-03,BAC,0.01087258487428211
2018-05-03,XOM,0.06860573275941828
2018-05-03,CVX,-0.021473713044669274
2018-05-03,KO,0.038173974559931434
2018-05-03,PEP,0.03527830795915343
2018-05-03,DIS,0.014992972044354236
2018-05-04,AAPL,0.05552840393012093
2018-05-04,MSFT,0.07862800348609844
2018-05-04,AMZN,0.07299408583446665
2018-05-04,GOOGL,0.0951657938663335
2018-05-04,META,0.09246362040654543
2018-05-04,NVDA,0.10960464966882277
2018-05-04,TSLA,-0.010063245945118982
2018-05-04,JPM,-0.005485234293794439
2018-05-04,JNJ,-0.014691514714341936
2018-05-04,V,0.04383213920163764
2018-05-04,PG,0.021244517330603063
2018-05-04,UNH,0.03618980807788752
2018-05-04,HD,0.04319718429105346
2018-05-04,MA,0.05964436604381729
2018-05-04,BAC,-0.0021579759778209695
2018-05-04,XOM,0.05980281694856804
2018-05-04,CVX,-0.01379066478076385
2018-05-04,KO,0.017747258626034768
2018-05-04,PEP,0.02164396689650716
2018-05-04,DIS,-0.011955107351984351
2018-05-07,AAPL,0.051702748110473706
2018-05-07,MSFT,0.06992450310718512
2018-05-07,AMZN,0.05975102178559366
2018-05-07,GOOGL,0.08257975775694981
2018-05-07,META,0.07512502107096708
2018-05-07,NVDA,0.06695267810712435
2018-05-07,TSLA,0.05525472263645237
2018-05-07,JPM,0.009085992088857742
2018-05-07,JNJ,0.0009820027349234373
2018-05-07,V,0.055742708477080294
2018-05-07,PG,0.03293298324228755
2018-05-07,UNH,0.06353996776368986
2018-05-07,HD,0.060539374062740015
2018-05-07,MA,0.0746848403751037
2018-05-07,BAC,0.017594703218259733
2018-05-07,XOM,0.0662566303827612
2018-05-07,CVX,-0.0037501233593210115
2018-05-07,KO,0.03133773490201275
2018-05-07,PEP,0.03589872500131541
2018-05-07,DIS,-0.005558900260887012
2018-05-08,AAPL,0.04377576820573559
2018-05-08,MSFT,0.057420060861160804
2018-05-08,AMZN,0.06085820684631282
2018-05-08,GOOGL,0.07163294986755364
2018-05-08,META,0.05175497429018572
2018-05-08,NVDA,0.05054741816163033
2018-05-08,TSLA,0.04676300089909757
2018-05-08,JPM,-0.0017020881766214302
2018-05-08,JNJ,0.01333740299860331
2018-05-08,V,0.03213062306101344
2018-05-08,PG,0.06050959433111025
2018-05-08,UNH,0.07299231380864035
2018-05-08,HD,0.0661655317553429
2018-05-08,MA,0.04732948374678747
2018-05-08,BAC,0.009479112906519482
2018-05-08,XOM,0.07211674788813194
2018-05-08,CVX,0.011786824084085934
2018-05-08,KO,0.039038938874666806
2018-05-08,PEP,0.05483674990151366
2018-05-08,DIS,0.006697849212522922
2018-05-09,AAPL,0.027222856884324464
2018-05-09,MSFT,0.05288593668271324
2018-05-09,AMZN,0.047257462686567164
2018-05-09,GOOGL,0.040185582516755636
2018-05-09,META,0.03525676119566401
2018-05-09,NVDA,0.026067144464247294
2018-05-09,TSLA,0.035225622901054354
2018-05-09,JPM,-0.0203443826725217
2018-05-09,JNJ,0.012077294685990392
2018-05-09,V,0.03166059711549263
2018-05-09,PG,0.06647419546727207
2018-05-09,UNH,0.09387318996135985
2018-05-09,HD,0.07017965222403677
2018-05-09,MA,0.049442754736853445
2018-05-09,BAC,-0.019111529139384298
2018-05-09,XOM,0.056479694883696974
2018-05-09,CVX,-0.008956539231557703
2018-05-09,KO,0.05188512620819141
2018-05-09,PEP,0.07573249442238894
2018-05-09,DIS,0.040093805928699267
2018-05-10,AAPL,0.01019684459848258
2018-05-10,MSFT,0.03651337733927873
2018-05-10,AMZN,0.0497427101200687
2018-05-10,GOOGL,0.03205153811794359
2018-05-10,META,0.032393682962324144
2018-05-10,NVDA,0.0025277320324395003
2018-05-10,TSLA,0.08877927876978764
2018-05-10,JPM,-0.030258706736627006
2018-05-10,JNJ,-0.014376187460418022
2018-05-10,V,0.024100053680305766
2018-05-10,PG,0.059916495909532186
2018-05-10,UNH,0.08592206300983185
2018-05-10,HD,0.07270118378572277
2018-05-10,MA,0.02808449224532672
2018-05-10,BAC,-0.022895215892819842
2018-05-10,XOM,0.027178133984482544
2018-05-10,CVX,-0.0010241096467300537
2018-05-10,KO,0.04627346391110665
2018-05-10,PEP,0.07076947054843785
2018-05-10,DIS,0.026273740417871894
2018-05-11,AAPL,0.019438232179754822
2018-05-11,MSFT,0.04143387919498509
2018-05-11,AMZN,0.05952024549060697
2018-05-11,GOOGL,0.04060957107357144
2018-05-11,META,0.028932028450719294
2018-05-11,NVDA,0.03229330238274053
2018-05-11,TSLA,0.13854026018026278
2018-05-11,JPM,-0.03216926728963698
2018-05-11,JNJ,-0.030060781063401265
2018-05-11,V,0.025140954989965936
2018-05-11,PG,0.05273222700769842
2018-05-11,UNH,0.06431011505903106
2018-05-11,HD,0.06369093463933173
2018-05-11,MA,0.03512489735371238
2018-05-11,BAC,-0.02904009545853159
2018-05-11,XOM,0.014013306133585202
2018-05-11,CVX,-0.012686354572215341
2018-05-11,KO,0.05390266907153385
2018-05-11,PEP,0.08219008527502791
2018-05-11,DIS,0.022112527073993693
2018-05-14,AAPL,0.01364093312150505
2018-05-14,MSFT,0.03319174677485104
2018-05-14,AMZN,0.06451290632765949
2018-05-14,GOOGL,0.03400495554160865
2018-05-14,META,0.030915130732961815
2018-05-14,NVDA,0.028193376653383728
2018-05-14,TSLA,0.18087101265367544
2018-05-14,JPM,-0.03419520453323821
2018-05-14,JNJ,-0.020275983664069908
2018-05-14,V,0.026198952041918355
2018-05-14,PG,0.04356037304067506
2018-05-14,UNH,0.041115187897927896
2018-05-14,HD,0.05406829679595293
2018-05-14,MA,0.03784207411672513
2018-05-14,BAC,-0.037206196390438206
2018-05-14,XOM,-0.003921764077388534
2018-05-14,CVX,-0.016877996198905065
2018-05-14,KO,0.050862872038412554
2018-05-14,PEP,0.09371279819078793
2018-05-14,DIS,0.0378438064645652
2018-05-15,AAPL,0.023524989073154368
2018-05-15,MSFT,0.04661887847124868
2018-05-15,AMZN,0.09373651752404633
2018-05-15,GOOGL,0.069353680829491
2018-05-15,META,0.06776258680555558
2018-05-15,NVDA,0.08755052067562774
2018-05-15,TSLA,0.2587818614643209
2018-05-15,JPM,-0.04414182564783731
2018-05-15,JNJ,-0.014223036060699301
2018-05-15,V,0.03176966989327368
2018-05-15,PG,0.041731295690917714
2018-05-15,UNH,0.06607028634659451
2018-05-15,HD,0.06816193146306171
2018-05-15,MA,0.03802080554814613
2018-05-15,BAC,-0.05117499234706602
2018-05-15,XOM,0.0012122968662593436
2018-05-15,CVX,-0.016411357761897505
2018-05-15,KO,0.05392674386537677
2018-05-15,PEP,0.09626419052319846
2018-05-15,DIS,0.056649015885702925
2018-05-16,AAPL,0.0035335847600415082
2018-05-16,MSFT,0.03069171975363827
2018-05-16,AMZN,0.08107580263091574
2018-05-16,GOOGL,0.06934795811053007
2018-05-16,META,0.06905021834061142
2018-05-16,NVDA,0.0788760017805783
2018-05-16,TSLA,0.25024216307916247
2018-05-16,JPM,-0.04823386434156263
2018-05-16,JNJ,-0.0148195060164662
2018-05-16,V,0.03415260013632171
2018-05-16,PG,0.05236231213234954
2018-05-16,UNH,0.06255434480972388
2018-05-16,HD,0.0820705554621648
2018-05-16,MA,0.037044332877244734
2018-05-16,BAC,-0.053443007721096
2018-05-16,XOM,-0.01654712255032964
2018-05-16,CVX,-0.0340610605656857
2018-05-16,KO,0.07125476859051094
2018-05-16,PEP,0.11758783399726092
2018-05-16,DIS,0.03631913852178159
2018-05-17,AAPL,0.00941287502483612
2018-05-17,MSFT,0.048611906586312204
2018-05-17,AMZN,0.08979238316811666
2018-05-17,GOOGL,0.09463184802766778
2018-05-17,META,0.07917936438833273
2018-05-17,NVDA,0.07080517972091616
2018-05-17,TSLA,0.30326369449584334
2018-05-17,JPM,-0.042128007877158424
2018-05-17,JNJ,-0.013294877077324574
2018-05-17,V,0.048383324327158084
2018-05-17,PG,0.025405663209253415
2018-05-17,UNH,0.05278006618218978
2018-05-17,HD,0.0889978384514134
2018-05-17,MA,0.051914793305188445
2018-05-17,BAC,-0.04190156720590088
2018-05-17,XOM,-0.012958065675990671
2018-05-17,CVX,-0.026889486852665012
2018-05-17,KO,0.038722120567726837
2018-05-17,PEP,0.08589340589739392
2018-05-17,DIS,0.026116093426628684
2018-05-18,AAPL,-0.003324374668582153
2018-05-18,MSFT,0.04664243096989029
2018-05-18,AMZN,0.10188837439737797
2018-05-18,GOOGL,0.1019501283571782
2018-05-18,META,0.08107072476461563
2018-05-18,NVDA,0.05840744897070582
2018-05-18,TSLA,0.27356716717150653
2018-05-18,JPM,-0.03237685972875837
2018-05-18,JNJ,-0.0063618689473251555
2018-05-18,V,0.04020517949172908
2018-05-18,PG,0.039235332206084106
2018-05-18,UNH,0.03789848945359808
2018-05-18,HD,0.06877962580444863
2018-05-18,MA,0.04885804212735034
2018-05-18,BAC,-0.02921249288507799
2018-05-18,XOM,-0.0074101826914936275
2018-05-18,CVX,-0.01826820128479656
2018-05-18,KO,0.042928659791542145
2018-05-18,PEP,0.0967160613937863
2018-05-18,DIS,0.020876620164242743
2018-05-21,AAPL,-0.006090961660917826
2018-05-21,MSFT,0.04376034991621447
2018-05-21,AMZN,0.10383106480138271
2018-05-21,GOOGL,0.09230290640831917
2018-05-21,META,0.09491029324082612
2018-05-21,NVDA,0.074596787536648
2018-05-21,TSLA,0.27322577243488344
2018-05-21,JPM,-0.04113831059378581
2018-05-21,JNJ,-0.006114329715458999
2018-05-21,V,0.03729398083169588
2018-05-21,PG,0.024171041619112765
2018-05-21,UNH,0.02338419075366094
2018-05-21,HD,0.054797589707911376
2018-05-21,MA,0.05410603690289961
2018-05-21,BAC,-0.03894171656396184
2018-05-21,XOM,-0.0222633904852777
2018-05-21,CVX,-0.03143513138127496
2018-05-21,KO,0.029067234420340426
2018-05-21,PEP,0.07304909450377473
2018-05-21,DIS,0.029743083003952453
2018-05-22,AAPL,-0.009072289591453786
2018-05-22,MSFT,0.03731244219813301
2018-05-22,AMZN,0.0941064879220943
2018-05-22,GOOGL,0.08753754342343756
2018-05-22,META,0.09630032644178455
2018-05-22,NVDA,0.05996996256976539
2018-05-22,TSLA,0.2636249590923967
2018-05-22,JPM,-0.04848665890334658
2018-05-22,JNJ,-0.0046959618418503934
