Date,AAPL,MSFT,AMZN,GOOGL,META,NVDA,TSLA,JPM,JNJ,V,PG,UNH,HD,MA,BAC,XOM,CVX,KO,PEP,DIS
2019-03-07,41.3231,104.482,81.2975,57.3346,169.13,3.70527,18.4393,91.8554,125.22,140.847,89.7345,213.84,165.847,218.013,26.1994,64.9021,102.715,39.9563,104.525,112.64
2019-03-08,41.4197,104.598,81.04,57.2908,169.6,3.7397,18.9427,91.8917,125.063,141.326,89.6053,215.178,164.71,217.485,26.2888,63.9714,102.472,39.5689,103.74,112.44
2019-03-11,42.8546,106.807,83.531,58.7501,172.07,4.00003,19.3947,93.0893,125.524,144.52,90.6707,220.486,165.779,221.203,26.5558,64.5948,104.149,40.7531,104.975,113.36
2019-03-12,43.3384,107.538,83.655,59.6463,171.92,4.03418,18.8907,92.8103,126.082,145.546,91.0989,222.965,167.193,222.479,26.5558,64.7719,104.393,40.6385,104.956,113.34
2019-03-13,43.5277,108.387,84.5405,59.7364,173.37,4.18584,19.264,93.1257,126.289,146.27,92.1309,228.757,165.828,223.985,26.8771,65.3476,105.017,40.7873,104.965,112.71
2019-03-14,44.0114,108.476,84.311,59.4111,170.17,4.10987,19.3307,93.9765,125.024,147.891,92.259,229.68,166.28,224.982,27.0332,65.1278,104.979,40.6806,103.985,113.1
2019-03-15,44.584,109.707,85.618,59.3,165.98,4.2156,18.362,95.066,124.641,149.122,93.2831,227.981,166.819,226.586,26.8858,64.8924,105.583,40.3244,104.132,113.57
2019-03-18,45.0394,111.288,87.1075,59.2128,160.47,4.19404,17.966,95.626,124.259,148.634,92.4248,231.247,167.918,225.829,27.364,65.6471,106.052,40.4222,105.593,111.75
2019-03-19,44.6817,111.367,88.0925,59.9058,161.57,4.3623,17.8313,95.2645,125.415,148.273,92.7879,233.184,168.585,226.437,27.2089,65.4779,105.563,40.5554,106.329,108.67
2019-03-20,45.074,111.24,89.8635,61.1,165.44,4.32952,18.24,93.2455,124.376,147.453,92.6211,227.162,170.371,225.34,26.2818,65.8406,105.036,40.5299,106.534,108.66
2019-03-21,46.7294,113.808,90.963,61.5832,166.08,4.56648,18.268,91.765,125.102,149.455,93.3196,228.539,173.914,231.222,25.8596,66.2209,106.032,40.5123,107.544,107.35
2019-03-22,45.7635,110.8,88.2385,60.1644,164.34,4.40632,17.6353,88.9936,124.032,146.827,92.5659,224.088,172.806,226.198,24.7853,65.1608,103.692,40.8871,108.691,106.92
2019-03-25,45.2158,111.377,88.713,59.6528,166.29,4.31407,17.3613,88.2528,123.758,146.788,92.8431,223.867,173.648,225.859,24.6292,64.7077,103.525,40.9742,108.818,106.49
2019-03-26,44.7456,111.601,89.188,59.2772,167.68,4.39094,17.8513,89.136,125.534,148.966,93.802,220.706,173.344,228.69,24.9679,65.5499,104.569,41.5174,109.848,108.81
2019-03-27,45.1499,110.537,88.285,58.6877,165.87,4.38167,18.322,88.8324,125.661,147.911,93.6876,219.197,173.257,227.932,24.8049,65.048,103.458,41.49,109.731,108.95
2019-03-28,45.2109,110.684,88.671,58.4018,165.55,4.40012,18.5747,89.8463,125.808,148.35,94.2795,219.662,174.002,230.246,25.079,65.3699,103.632,41.4645,109.681,109.37
2019-03-29,45.4996,111.63,89.0375,58.6319,166.69,4.45774,18.6573,90.3012,126.623,149.836,94.7462,224.239,175.69,230.814,25.3166,65.4196,103.769,41.7142,110.339,109.69
2019-04-01,45.811,112.657,90.7095,59.7324,168.7,4.52524,19.2787,93.3497,125.906,150.843,94.3653,222.662,179.105,234.312,26.1906,66.1743,105.261,41.5888,109.828,111.15
2019-04-02,46.4782,112.822,90.699,60.0593,174.2,4.54324,19.0587,93.7898,124.749,151.341,94.469,221.657,177.888,234.522,26.492,65.8902,105.252,41.4558,109.554,110.61
2019-04-03,46.7935,113.576,91.035,60.3219,173.54,4.68192,19.454,93.9765,124.259,152.004,94.4107,222.926,181.814,234.192,26.4656,65.5003,104.384,41.1074,109.446,111.16
2019-04-04,46.8733,112.989,90.943,60.7523,176.02,4.67323,17.852,94.8951,122.807,151.214,94.1779,224.363,183.483,231.402,26.7483,66.4329,105.125,41.3746,109.367,113.36
2019-04-05,47.1908,113.497,91.864,60.3537,175.72,4.73982,18.3307,94.6701,123.367,151.224,94.3732,225.598,184.964,231.96,26.6855,66.7888,106.51,41.3657,109.504,113.61
2019-04-08,47.9368,113.536,92.493,60.1957,174.93,4.76079,18.2133,94.9795,123.327,151.311,95.5748,225.569,186.338,231.93,26.767,67.2012,106.724,41.4381,109.828,113.57
2019-04-09,47.79,112.911,91.792,59.9173,177.58,4.69789,18.154,94.2633,122.807,151.067,95.2887,225.607,183.924,231.58,26.5107,66.3357,105.759,41.5439,109.995,115.45
2019-04-10,48.0562,113.779,92.3665,60.1046,177.82,4.76859,18.404,94.6985,122.816,152.102,95.2789,223.099,182.588,232.698,26.6756,66.0351,105.72,41.5174,109.868,115.75
2019-04-11,47.6567,113.908,92.2035,60.261,177.51,4.7546,17.8947,95.4815,122.484,151.421,95.3657,213.487,184.473,231.71,26.6756,66.3502,106.159,41.5791,109.554,115.19
2019-04-12,47.637,114.483,92.153,60.9157,179.1,4.71647,17.8467,99.9735,123.19,153.117,95.6627,202.425,186.613,234.422,27.6861,65.5168,100.882,41.6074,110.045,128.49
2019-04-15,47.7257,114.572,92.2435,61.105,179.65,4.58506,17.7587,98.814,123.671,153.871,96.2644,208.766,187.545,234.741,27.3837,65.3009,101.213,41.8375,111.329,130.45
2019-04-16,47.7306,114.318,93.152,61.3731,178.87,4.67193,18.224,99.8655,125.024,153.665,96.8889,200.383,187.201,235.678,27.4201,65.7443,102.081,41.7934,110.211,128.33
2019-04-17,48.6581,115.275,93.241,61.783,178.78,4.64927,18.082,102.744,125.494,153.871,97.0635,196.64,189.096,236.585,27.5576,65.9301,101.32,42.086,114.358,130.16
2019-04-18,48.8317,116.768,93.0845,61.8492,178.28,4.62498,18.2173,101.988,124.583,153.599,97.2362,201.104,188.281,236.475,27.5576,65.6851,100.979,42.2642,114.426,130.85
2019-04-22,48.9931,117.14,94.3655,62.4615,181.44,4.67852,17.5167,102.125,124.857,153.831,97.1967,205.957,187.496,238.609,27.5753,67.1195,102.677,42.1946,113.828,130.09
2019-04-23,49.6989,118.76,96.1885,63.3001,183.78,4.73284,17.5933,102.252,126.73,155.064,94.6001,209.091,188.635,239.027,27.5949,67.5085,102.794,42.915,114.426,131.75
2019-04-24,49.6219,118.34,95.0875,62.775,182.58,4.74542,17.244,102.076,126.102,154.897,95.0984,208.891,189.243,240.752,27.5477,66.1956,99.6531,42.7105,114.269,133.47
2019-04-25,49.1746,122.25,95.1125,63.1381,193.26,4.64027,16.5047,102.134,126.504,154.439,94.7165,209.289,189.046,241.071,27.6047,66.569,99.3306,42.5862,113.574,135.59
2019-04-26,48.9399,122.951,97.5315,63.6404,191.49,4.4211,15.676,102.901,127.191,156.304,97.0734,214.922,186.396,242.127,27.8492,65.1696,98.6683,42.96,113.789,138.23
2019-04-29,49.0127,122.834,96.9215,64.5759,194.78,4.45205,16.098,104.374,126.67,157.459,96.0819,215.328,185.062,242.577,28.2351,64.7465,99.1649,43.0999,114.054,137.62
2019-04-30,48.0687,123.646,96.326,59.7314,193.4,4.49329,15.9127,104.316,127.896,157.721,97.6338,211.359,186.475,249.554,28.0613,64.9975,101.146,43.6715,115.27,135.32
2019-05-01,50.4311,121.046,95.576,58.454,193.03,4.48022,15.6007,103.51,128.603,156.167,96.2161,210.347,181.99,244.191,27.7668,63.6962,99.2433,43.2536,114.563,134.73
2019-05-02,50.1008,119.477,95.041,58.1148,192.53,4.54804,16.2733,103.746,127.976,154.538,96.7923,210.8,184.032,242.636,27.9877,62.5798,98.0534,43.0755,114.182,132.52
2019-05-03,50.7228,122.005,98.123,59.2627,195.47,4.54354,17.002,104.374,128.652,155.435,97.2658,210.347,183.59,243.393,28.1811,62.7238,98.804,43.3691,114.936,132.7
2019-05-06,49.9373,121.301,97.5275,59.4575,193.88,4.46473,17.0227,103.442,128.721,155.669,96.8988,218.104,182.785,244.081,27.9611,62.4476,99.7603,43.148,114.583,133.37
2019-05-07,48.5952,118.829,96.05,58.7301,189.77,4.29739,16.4707,101.752,126.799,153.646,96.0139,215.89,178.301,240.533,27.4554,62.115,99.6432,42.7261,113.436,131.83
2019-05-08,48.602,118.819,95.8885,58.3276,189.54,4.31756,16.3227,101.231,126.623,154.184,96.3513,216.86,178.673,240.792,27.3444,62.2142,98.9899,42.593,113.475,133.36
2019-05-09,48.0815,118.819,94.9935,58.1876,188.65,4.22479,16.132,101.162,125.691,153.265,95.5847,215.814,178.114,240.772,27.2629,62.1577,102.101,42.1946,113.504,131.98
2019-05-10,47.4155,120.324,94.499,58.1711,188.34,4.19084,15.968,101.152,125.975,154.135,97.1967,218.189,178.114,242.875,27.1441,62.6975,102.764,42.8964,115.24,132.43
2019-05-13,44.6599,116.749,91.134,56.6243,181.54,3.93333,15.134,98.4014,124.289,150.912,97.2954,217.219,174.248,236.964,25.9205,62.0002,101.477,42.7721,114.485,129.75
2019-05-14,45.3695,118.069,92.006,56.0399,180.73,4.0224,15.4873,99.1678,123.945,153.646,96.8307,214.399,175.445,241.4,26.2632,62.0848,102.482,43.3417,114.72,131.59
2019-05-15,45.9104,119.737,93.5575,58.3286,186.27,3.96128,15.4633,98.7748,124.032,156.167,97.8499,214.077,175.563,244.589,25.9598,62.5408,102.901,43.7782,116.437,133.05
2019-05-16,45.7045,122.493,95.3785,59.0111,186.99,3.97626,15.222,100.062,125.19,158.376,99.1382,214.723,176.113,248.737,26.2357,62.5341,102.764,44.1344,117.289,133.87
2019-05-17,45.4482,121.663,93.45,58.2279,185.3,3.88561,14.0687,99.5602,125.572,157.644,98.5266,218.902,176.299,247.879,26.0619,62.1646,102.54,43.7968,117.504,133.41
2019-05-20,44.0262,119.906,92.9485,57.0262,182.72,3.76718,13.6907,100.082,125.397,157.049,98.418,223.062,174.816,248.807,26.0619,62.1577,102.804,43.4846,117.034,132.3
2019-05-21,44.8689,120.548,92.876,57.5135,184.82,3.84925,13.672,100.435,125.121,157.419,97.5479,226.669,175.278,250.661,26.3261,62.4446,103.232,43.2634,116.19,132.47
2019-05-22,43.9494,121.291,92.984,57.5837,185.32,3.77847,12.8487,99.6098,125.711,157.78,97.8685,226.111,172.943,252.186,26.1416,61.8777,102.57,44.1962,117.112,132.24
2019-05-23,43.2023,119.877,90.774,57.0601,180.87,3.65715,13.0327,97.6577,126.623,155.162,97.9081,223.527,175.769,245.168,25.4737,60.4296,100.287,44.3753,117.015,131.12
2019-05-24,43.0349,119.924,91.164,56.7248,181.06,3.60322,12.7087,98.6077,126.633,156.265,97.8399,224.571,177.232,246.873,25.8596,60.6815,100.999,44.1608,116.574,131.18
2019-05-28,42.8586,119.867,91.8215,56.7722,184.31,3.5581,12.58,97.5506,125.014,157.28,95.786,219.51,175.376,248.747,25.6023,59.461,100.657,43.7078,114.906,131.02
2019-05-29,42.6535,118.722,90.9595,55.7948,182.19,3.48419,12.6573,97.2873,119.767,156.353,95.5374,219.824,173.934,248.876,25.4638,59.0934,99.3505,43.2722,115.387,129.98
2019-05-30,42.8754,119.467,90.816,55.868,183.01,3.45744,12.548,96.2439,120.492,156.383,96.5979,220.81,174.925,249.504,24.9238,58.9387,98.151,43.8409,115.799,130.61
2019-05-31,42.0996,117.511,88.7535,55.1252,177.47,3.36657,12.344,95.2458,119.63,154.987,94.3653,219.272,173.815,246.883,24.4082,57.9556,96.8605,43.7342,115.23,130.45
2019-06-03,41.67,113.858,84.6345,51.7495,164.15,3.32465,11.9313,95.6928,119.865,152.378,95.1832,214.504,173.541,237.841,24.4828,58.8649,98.6968,44.4926,116.133,130.87
2019-06-04,43.1973,117.004,86.478,52.5341,167.5,3.55381,12.9067,98.6372,121.974,155.963,95.9941,218.33,178.743,244.619,25.62,60.2643,99.799,44.5083,116.21,133.19
2019-06-05,43.8972,119.554,86.925,52.0434,168.17,3.51157,13.106,98.9908,122.572,158.875,97.8785,220.153,181.333,251.558,25.6112,59.7664,100.083,45.2022,118.308,134.3
2019-06-06,44.5377,121.437,87.718,52.1988,168.33,3.57327,13.73,99.2173,124.66,160.349,98.4674,219.289,181.765,253.113,25.7201,60.8556,102.657,45.7561,119.691,135.56
2019-06-07,45.7223,124.837,90.2015,53.2256,173.35,3.61619,13.6333,98.1263,126.366,163.369,99.7501,223.783,181.883,260.938,25.4001,61.0753,103.35,45.8345,121.043,136.37
2019-06-10,46.3087,125.968,93.0315,53.9424,174.82,3.68891,14.192,99.1876,126.799,164.094,99.7004,225.007,182.598,261.238,25.898,61.3458,104.052,45.7376,121.161,135.42
2019-06-11,46.8419,125.49,93.185,53.8568,178.1,3.7467,14.4733,99.4919,127.505,163.616,100.292,222.955,182.561,258.815,26.0561,61.2883,103.097,45.6915,120.798,133.45
2019-06-12,46.6941,124.926,92.766,53.7601,175.04,3.63367,13.9507,98.2344,129.231,164.824,100.578,221.741,183.384,259.004,25.7859,60.6251,102.277,45.9676,120.74,134.08
2019-06-13,46.6872,125.695,93.515,54.3535,177.47,3.68471,14.2607,98.4702,128.338,162.715,101.693,222.14,186.535,256.382,25.7772,61.1571,102.871,45.8707,120.554,140.03
2019-06-14,46.3481,125.824,93.4835,54.1188,181.33,3.59472,14.328,98.706,127.789,163.02,101.969,223.489,189.704,255.306,25.8695,60.8866,102.774,46.0301,120.347,139.94
2019-06-17,46.6249,126.203,94.3015,54.4969,189.01,3.60442,15.002,98.1852,127.191,162.921,101.773,224.059,190.804,254.458,25.7673,61.4946,103.271,45.6387,120.18,139.27
2019-06-18,47.7208,128.402,95.0685,55.0624,188.47,3.79944,14.9827,99.5117,127.887,162.646,100.51,223.803,191.274,254.08,26.4056,62.0265,104.578,45.4292,119.769,137.56
2019-06-19,47.579,128.919,95.4395,55.026,187.48,3.80543,15.0953,98.7846,128.093,163.976,101.259,227.895,191.725,255.086,26.1267,61.6822,104.539,45.8609,120.465,139.22
2019-06-20,47.9674,130.11,95.9095,55.4589,189.53,3.82968,14.6413,99.0498,129.702,166.905,102.473,225.674,194.749,261.905,26.0835,62.7373,105.73,46.3453,121.651,140.31
2019-06-21,47.8016,130.13,95.565,56.0652,191.14,3.77167,14.7907,98.3916,129.594,166.615,101.969,229.796,193.04,259.612,25.9421,63.6233,106.286,46.2474,121.484,138.54
2019-06-24,47.7525,130.894,95.695,55.6333,192.6,3.79416,14.9093,97.6774,130.496,167.013,103.006,227.372,189.448,260.44,25.8145,63.0175,106.276,46.5773,121.641,137.54
2019-06-25,47.0281,126.77,93.9135,54.1826,188.84,3.76468,14.6507,96.8629,131.564,164.533,102.453,225.578,188.762,254.968,25.6112,62.4592,105.183,46.4345,121.357,138.25
2019-06-26,48.0442,127.259,94.8915,53.8209,187.66,3.95778,14.618,97.5113,129.368,164.315,100.628,221.788,190.303,256.482,25.7487,62.7306,105.437,45.8609,120.003,138.71
2019-06-27,48.0293,127.454,95.214,53.637,189.5,4.05664,14.856,97.8218,128.319,164.484,100.677,224.401,190.842,256.284,26.0265,62.0915,104.745,45.8236,119.426,137.62
2019-06-28,47.5918,127.288,94.6815,53.9444,193.0,4.08162,14.8973,100.484,127.034,166.721,100.549,222.254,191.745,259.672,26.7553,62.7558,105.856,45.6808,118.906,137.95
2019-07-01,48.4671,128.909,96.1095,54.8013,193.0,4.12985,15.1447,102.194,127.112,167.103,101.319,221.011,193.864,261.885,27.1431,62.6975,106.226,46.2905,119.602,139.94
2019-07-02,48.7508,129.759,96.7155,55.4291,195.0,4.03169,14.97,102.292,127.73,168.402,102.236,222.218,193.727,265.584,26.8928,62.009,104.578,46.6331,120.103,140.81
2019-07-03,49.1549,130.589,96.95,55.9467,197.2,4.04465,15.66,102.144,129.632,169.927,104.614,223.346,195.533,268.075,26.8014,62.5974,104.949,46.7407,121.514,141.25
2019-07-05,49.1105,130.218,97.1455,56.4289,196.4,3.98176,15.54,102.734,128.201,169.729,103.756,224.961,194.944,267.149,26.9969,62.3455,105.096,46.7495,120.632,141.6
2019-07-08,48.0953,130.12,97.616,55.6378,195.76,3.90689,15.356,102.184,128.583,169.281,104.594,225.746,196.289,266.571,26.9389,62.6314,105.144,46.6527,120.21,140.18
2019-07-09,48.3922,129.644,99.415,56.0115,199.21,3.90939,15.3373,102.606,128.985,170.727,103.538,224.088,195.455,268.665,27.0773,62.5905,104.949,46.2818,119.475,140.77
2019-07-10,48.8689,130.959,100.87,56.8395,202.73,3.97746,15.928,102.312,128.799,172.24,104.308,225.417,194.297,270.647,26.774,63.4755,106.715,46.4883,121.887,142.69
2019-07-11,48.5163,131.488,100.054,56.9974,201.23,4.13255,15.9067,103.304,127.799,173.64,104.87,237.867,197.319,273.539,27.0871,63.5241,106.705,46.6849,121.828,142.71
2019-07-12,48.8859,131.967,100.55,57.0601,204.87,4.16537,16.3387,104.374,122.493,173.239,105.453,242.207,201.195,274.745,27.1706,63.5727,107.183,46.7594,120.867,144.02
2019-07-15,49.3478,131.967,101.05,57.3178,203.91,4.15688,16.9,103.117,122.866,173.474,105.896,242.264,201.627,274.575,26.9585,63.1216,106.959,46.7681,121.651,144.2
2019-07-16,49.1766,130.238,100.495,57.4647,203.84,4.15209,16.8253,104.218,120.866,172.24,106.271,241.068,200.282,271.844,26.7453,62.1791,106.159,46.776,121.347,143.44
2019-07-17,48.8986,129.486,99.6015,57.1299,201.8,4.2176,16.9907,103.196,120.268,172.086,106.301,242.861,198.771,270.549,26.931,61.8125,105.622,46.8102,120.397,141.72
2019-07-18,49.4543,129.614,98.895,57.1548,200.78,4.22928,16.9027,103.805,120.463,173.434,106.528,237.391,197.692,272.003,27.1991,61.2883,106.081,46.6752,120.494,140.79
2019-07-19,48.717,129.799,98.226,56.3731,198.36,4.18604,17.212,102.783,118.855,172.174,106.173,233.755,196.397,270.867,27.1234,61.4118,106.373,46.1036,117.965,139.02
2019-07-22,49.83,131.516,99.2815,56.7548,202.32,4.25766,17.0453,103.432,117.326,173.474,106.399,232.568,194.768,273.828,27.2806,61.476,106.587,45.9499,118.152,140.0
2019-07-23,50.2181,132.347,99.7245,57.1952,202.36,4.366,17.3447,105.338,117.512,173.797,105.077,232.292,196.437,274.177,27.909,61.724,107.046,48.7412,118.573,140.42
2019-07-24,50.1767,133.686,100.04,56.7807,204.66,4.44027,17.6587,105.76,118.355,176.123,103.932,228.747,197.938,275.453,28.2961,61.7143,107.65,48.2469,117.191,140.45
2019-07-25,49.7817,133.186,98.691,56.5918,200.71,4.30907,15.2547,104.758,119.6,174.469,104.081,226.537,198.723,274.555,27.9916,61.3632,106.9,47.6098,116.995,142.36
2019-07-26,49.9533,134.29,97.1525,62.0361,199.75,4.35132,15.2027,105.21,119.248,176.473,105.896,230.392,199.978,277.227,28.3874,61.2649,105.261,48.5963,118.985,143.79
2019-07-29,50.4232,133.989,95.6225,61.8677,195.94,4.34502,15.718,104.896,121.317,176.024,107.08,231.19,201.01,276.619,28.1576,61.6977,105.681,48.4339,119.269,145.52
2019-07-30,50.2045,133.344,94.9265,61.1782,197.04,4.3607,16.1507,104.64,120.473,174.41,111.124,232.217,200.382,273.379,28.4993,61.7074,105.769,48.1931,118.338,144.07
2019-07-31,51.2283,129.486,93.339,60.69,194.23,4.19304,16.1073,105.013,118.767,170.981,108.945,226.832,197.015,267.607,28.3058,60.8965,104.745,47.2153,115.916,142.16
2019-08-01,50.1187,131.156,92.766,60.3701,192.73,4.09858,15.59,102.252,118.835,172.106,107.751,227.031,196.21,269.461,27.2079,59.3394,102.707,46.6752,115.289,141.01
2019-08-02,49.0583,130.063,91.162,59.5999,189.02,4.00572,15.6227,102.243,119.561,170.434,107.474,227.763,195.582,264.816,27.1058,58.7579,102.697,46.9453,116.024,140.87
2019-08-05,46.4931,125.598,88.2565,57.529,181.73,3.7477,15.2213,99.1975,118.708,162.235,104.377,223.203,188.939,252.435,25.9057,57.5549,101.019,46.3376,112.818,137.48
2019-08-06,47.3709,127.971,89.3915,58.3425,184.51,3.78646,15.3833,99.9735,119.286,165.686,105.481,226.15,192.49,260.141,26.221,58.1121,101.574,46.8934,114.681,141.03
2019-08-07,47.8659,128.519,89.67,58.5832,185.15,3.82448,15.5613,97.7923,118.757,168.442,106.606,224.503,191.696,264.677,25.7301,57.7338,101.32,47.7086,115.886,134.06
2019-08-08,48.9183,131.958,91.6445,60.0917,190.16,3.93313,15.8867,99.4621,120.091,172.818,108.392,225.539,195.053,273.259,26.1837,59.2733,104.842,48.1667,117.427,137.07
2019-08-09,48.5163,130.824,90.379,59.2303,187.85,3.83168,15.6673,99.364,120.435,171.997,107.78,226.47,193.64,270.219,26.1356,58.013,104.149,47.924,116.612,137.7
2019-08-12,48.3922,129.016,89.246,58.5129,185.37,3.76388,15.2673,97.5408,120.288,169.428,107.11,221.531,190.794,265.355,25.5012,57.73,103.495,47.7439,116.397,134.99
2019-08-13,50.4427,131.675,91.217,59.6204,188.45,3.87842,15.6667,98.9712,121.69,171.568,108.205,227.003,192.059,269.811,25.5739,58.4438,104.121,47.9954,117.818,136.19
2019-08-14,48.9399,127.728,88.148,58.0022,179.71,3.72972,14.6413,94.8755,118.806,166.685,106.873,221.531,185.867,262.563,24.3749,56.0903,100.16,47.5375,117.103,132.06
2019-08-15,48.6978,127.434,88.806,58.2548,182.59,3.69739,14.376,95.2291,119.062,169.604,108.343,222.472,186.053,267.229,24.2187,55.7577,99.4973,48.3273,118.553,132.62
2019-08-16,49.8457,129.759,89.6285,58.7476,183.7,3.96527,14.6627,97.5113,119.797,171.451,110.0,223.793,187.741,269.641,24.9385,56.6281,99.546,48.8126,119.495,134.39
2019-08-19,50.772,131.938,90.806,59.8052,186.17,4.24427,15.122,98.4112,120.63,172.916,110.967,222.892,191.735,273.289,25.1585,57.5821,100.833,49.0622,120.21,134.48
2019-08-20,50.774,130.834,90.069,58.9628,183.81,4.17187,15.0573,97.1508,119.119,172.428,109.744,218.748,200.145,272.263,24.6527,57.233,99.8189,48.335,119.769,134.33
2019-08-21,51.328,132.307,91.177,59.3638,183.55,4.25546,14.722,97.4042,119.944,174.089,110.02,218.932,203.198,277.167,24.8451,57.8048,101.31,48.5337,120.023,134.95
2019-08-22,51.2833,131.332,90.28,59.3608,182.04,4.26166,14.81,98.4308,119.727,173.258,110.237,212.168,203.756,275.971,25.0857,57.6804,101.184,48.8841,120.299,135.27
2019-08-23,48.9125,127.161,87.481,57.4707,177.75,4.03698,14.0933,95.9836,116.501,168.598,108.274,210.101,200.489,267.229,24.42,55.957,98.9899,48.2098,118.142,130.89
2019-08-26,49.8427,129.125,88.4435,58.3475,180.36,4.11187,14.3333,96.746,117.433,170.835,110.138,210.484,201.578,271.655,24.7077,56.2546,99.4775,48.9291,121.298,133.81
2019-08-27,49.2828,129.406,88.0915,58.3296,181.3,4.021,14.272,95.7223,119.129,171.598,111.263,203.059,201.175,271.864,24.42,55.7081,99.5549,49.0906,122.211,133.69
2019-08-28,49.6074,129.233,88.2125,58.4755,181.76,4.01041,14.3727,96.6792,118.257,171.881,112.052,207.067,204.61,273.459,24.7705,56.1156,100.414,49.44,122.612,135.74
2019-08-29,50.4526,131.665,89.32,59.4963,185.57,4.15438,14.7807,98.8632,117.855,174.314,111.845,210.061,209.556,276.559,25.2145,56.7351,101.009,49.3861,123.348,137.02
2019-08-30,50.3886,131.41,88.8145,59.3115,185.67,4.16707,15.0407,99.4621,117.973,173.971,110.958,213.156,210.106,276.549,25.3814,56.7778,101.175,49.3773,124.013,136.44
2019-09-03,49.6494,129.672,89.492,58.2663,182.39,4.08411,15.0007,98.2934,118.306,172.389,112.013,210.061,206.563,275.313,24.9572,56.8431,99.9359,49.6112,124.661,135.5
2019-09-04,50.4961,131.185,90.031,58.9,187.14,4.19834,14.712,99.472,118.394,174.889,113.71,206.535,207.907,281.184,25.3627,57.4478,100.784,50.0321,126.181,137.07
2019-09-05,51.4826,133.511,92.036,60.3906,190.9,4.47173,15.3053,101.712,118.169,177.704,113.325,209.12,211.608,287.066,26.1129,58.262,101.106,49.4478,124.17,138.01
2019-09-06,51.4766,132.593,91.6755,60.0982,187.49,4.44445,15.1633,101.948,117.825,178.68,113.423,208.597,214.385,286.368,25.7515,58.8094,101.663,49.5467,125.445,138.72
2019-09-09,51.6944,131.078,91.5675,60.0458,188.76,4.49061,15.4527,104.463,116.668,174.676,112.753,210.117,215.994,278.483,26.5883,59.2723,102.618,48.9105,124.543,138.0
2019-09-10,52.3054,129.71,91.0275,60.0673,186.17,4.55721,15.7027,105.799,119.042,169.682,110.652,211.741,216.112,267.657,27.2561,59.7547,104.735,48.8039,124.073,134.98
2019-09-11,53.9711,129.75,91.1495,60.7797,188.49,4.58566,16.4733,106.104,120.532,168.353,111.924,213.354,215.797,265.305,27.3583,59.638,104.247,49.1346,124.504,135.38
2019-09-12,53.8478,131.078,92.1775,61.5255,187.47,4.58406,16.3913,106.713,119.837,171.206,113.335,209.594,216.867,271.625,27.5546,59.6779,104.374,49.44,125.377,136.68
2019-09-13,52.8011,130.894,91.967,61.7775,187.19,4.52654,16.3467,108.835,120.169,170.543,112.703,213.792,217.024,271.545,28.0181,60.2254,104.413,49.0338,124.583,137.2
2019-09-16,53.0789,129.945,90.392,61.3591,186.22,4.48342,16.1873,107.872,119.032,169.448,110.533,214.523,214.248,269.381,27.9808,61.1289,106.676,48.7638,123.161,134.99
2019-09-17,53.2761,130.959,91.1275,61.2719,188.08,4.50487,16.3193,107.342,119.159,169.759,111.825,212.795,213.53,271.495,27.804,60.6659,106.48,49.0162,123.916,135.5
2019-09-18,53.769,132.046,90.873,61.4098,188.14,4.47772,16.2327,108.412,119.827,168.656,112.062,211.057,214.101,270.369,27.86,60.3752,106.734,49.0064,123.719,135.99
2019-09-19,53.3392,134.488,91.075,61.7138,190.14,4.40182,16.44,108.069,119.57,169.301,112.497,213.108,211.578,271.176,27.6941,59.9696,106.286,49.2697,123.699,132.51
2019-09-20,52.5586,132.923,89.708,61.2699,189.93,4.29609,16.0413,107.646,120.993,167.462,112.821,213.147,208.388,266.511,27.4771,59.7634,106.87,48.7167,122.994,131.48
2019-09-23,52.7934,132.631,89.265,61.5115,186.82,4.34972,16.082,107.626,121.072,168.285,113.72,209.357,209.85,268.475,27.4161,59.8034,107.339,48.9252,123.662,131.67
2019-09-24,52.5468,130.95,87.0805,60.6965,181.28,4.29209,14.8807,106.232,120.895,167.875,114.074,205.908,209.086,266.461,26.8761,58.9835,106.353,49.0681,123.592,131.18
2019-09-25,53.356,132.845,88.4165,62.072,182.8,4.43407,15.2467,106.801,120.375,168.647,113.542,203.325,211.558,268.075,27.1638,59.1576,106.169,48.9516,123.348,132.3
2019-09-26,53.076,133.013,86.992,61.8902,180.11,4.41182,16.1707,105.946,118.394,169.009,114.756,197.19,213.129,269.213,27.0517,58.8425,103.281,49.1523,123.936,130.49
2019-09-27,52.8189,131.284,86.2725,61.0761,177.1,4.27283,16.142,106.566,118.188,167.404,114.992,197.001,213.198,264.497,27.2561,59.2655,101.916,49.0778,123.819,129.19
2019-09-30,54.0608,132.524,86.7955,60.8365,178.08,4.33052,16.058,106.546,118.885,165.47,114.814,198.89,215.219,266.909,27.0891,58.5449,101.916,49.1953,125.19,129.54
2019-10-01,54.2124,130.657,86.7825,60.0822,175.81,4.32872,16.3127,104.6,119.473,167.691,114.302,198.795,214.335,266.281,26.4116,57.1659,99.7117,49.3861,125.445,128.78
2019-10-02,52.8505,128.343,85.6615,58.6832,174.6,4.30478,16.2087,102.508,121.287,163.398,111.766,198.368,209.213,259.942,25.8547,55.675,96.5133,47.966,122.298,128.37
2019-10-03,53.3059,129.905,86.221,59.2567,179.38,4.51087,15.5353,102.38,120.552,166.302,112.348,197.086,210.381,263.66,25.8272,56.3617,97.2731,48.6531,125.955,127.39
