Date,,mom_1m,mom_3m,vol_20d
2018-04-09,PG,-0.022634139958153998,-0.13685096440706712,0.010139073462863336
2018-04-09,UNH,-0.009065217823949756,-0.02319810099266284,0.01837741927131825
2018-04-09,HD,-0.030546350849173454,-0.09862143959590286,0.015281331251579511
2018-04-09,MA,-0.04832303113553116,0.07419634089617033,0.017752753608604937
2018-04-09,BAC,-0.07242300418282976,-0.011587881819051127,0.021088472247968004
2018-04-09,XOM,0.010101729417465899,-0.12811444454605836,0.014189731490802437
2018-04-09,CVX,0.023277087623006842,-0.0840361416456521,0.016153363204973015
2018-04-09,KO,-0.0051855837606296085,-0.040222104598847674,0.009270337097264037
2018-04-09,PEP,-0.024394241762384694,-0.07147801838869772,0.010246573210807545
2018-04-09,DIS,-0.04162301077394481,-0.10678028558268071,0.012692486505536836
2018-04-10,AAPL,-0.037284734994148194,-0.0024230681948508304,0.01825331079435421
2018-04-10,MSFT,-0.037923298792864046,0.0570448382356179,0.02716381610660933
2018-04-10,AMZN,-0.09036094978117537,0.15186025808624803,0.02589963589795168
2018-04-10,GOOGL,-0.10711296781734814,-0.06974506974506978,0.021005761402200392
2018-04-10,META,-0.10899962209145386,-0.12343318461865316,0.028289124178641253
2018-04-10,NVDA,-0.07109585521244433,0.02730381021948336,0.03471432949253087
2018-04-10,TSLA,-0.06867999614878517,-0.09426012047816712,0.04446628227194733
2018-04-10,JPM,-0.0420199501246884,0.04243632007971243,0.018540516745027397
2018-04-10,JNJ,-0.02667751394044171,-0.07612735082610722,0.01656819773276515
2018-04-10,V,-0.030147957678202553,0.013496964944893275,0.0173414625040915
2018-04-10,PG,-0.02392707130663918,-0.13904293258092815,0.010129689783822955
2018-04-10,UNH,0.006016656167692647,0.012308214460404976,0.01862777324559601
2018-04-10,HD,-0.047796578939287016,-0.09155206056593057,0.015157251416817657
2018-04-10,MA,-0.04509371431130604,0.09855027661314741,0.018918527024360768
2018-04-10,BAC,-0.06850608441079875,0.015679390896028655,0.021749119131840123
2018-04-10,XOM,0.03365063359330889,-0.10650917600983867,0.015513928376321108
2018-04-10,CVX,0.013982277615629313,-0.06603276401577174,0.017076404844041732
2018-04-10,KO,-0.00983233501608649,-0.035170128711609516,0.0092115768426648
2018-04-10,PEP,-0.027904043238918264,-0.0659410057268377,0.01022840443864883
2018-04-10,DIS,-0.03205694648993618,-0.07855874380783257,0.013330175999403083
2018-04-11,AAPL,-0.05101060281653347,-0.006764244948175846,0.018181700927875553
2018-04-11,MSFT,-0.05073407379037398,0.04615034525283468,0.026737001373685346
2018-04-11,AMZN,-0.10719536533636964,0.1391793725552808,0.025899627915217664
2018-04-11,GOOGL,-0.12082105984412739,-0.07883857095958413,0.020683880191928877
2018-04-11,META,-0.09980515263043943,-0.11470697822962694,0.0283214197338593
2018-04-11,NVDA,-0.09420471589888624,0.02005061851894374,0.03470980818900085
2018-04-11,TSLA,-0.1290266562472865,-0.09817495280050337,0.04447895886591199
2018-04-11,JPM,-0.05524422900256054,0.01941403568344069,0.018718417813165297
2018-04-11,JNJ,-0.022645446537761016,-0.09512347682879518,0.016274457894435365
2018-04-11,V,-0.03575411442668375,0.007521186440677896,0.017335256285283356
2018-04-11,PG,-0.019925454019771416,-0.13381912748383118,0.010128036421813643
2018-04-11,UNH,-0.0036796265153987706,-0.014249457388212039,0.01877924442361986
2018-04-11,HD,-0.03824864420604335,-0.09980243488801732,0.015104736419480472
2018-04-11,MA,-0.05450407417813985,0.08200000000000007,0.019045554896585763
2018-04-11,BAC,-0.08956314868646809,-0.008611794879353707,0.02189266390572189
2018-04-11,XOM,0.029118572029881662,-0.09848177121196,0.015319102623650408
2018-04-11,CVX,0.021117861610653987,-0.057775894483571566,0.017055308156741708
2018-04-11,KO,-0.003375167507825849,-0.03993923393161036,0.009208765991603753
2018-04-11,PEP,-0.035806562040255785,-0.07275924909860476,0.010039961732829525
2018-04-11,DIS,-0.04153304653891288,-0.08304181086895523,0.013069363330777203
2018-04-12,AAPL,-0.03244464016993576,0.003169285763119145,0.018296158311979678
2018-04-12,MSFT,-0.008780902986781358,0.07060847763835465,0.0270662207636689
2018-04-12,AMZN,-0.08794972862018169,0.15479977358430386,0.026249742576007495
2018-04-12,GOOGL,-0.09002688867875686,-0.06562338965582704,0.02083689532831269
2018-04-12,META,-0.09902133274686598,-0.1276086030664395,0.028129742960686568
2018-04-12,NVDA,-0.05297501166383367,0.04947538162280973,0.035872101553467185
2018-04-12,TSLA,-0.13971469066623377,-0.12162634408602158,0.04373318922127476
2018-04-12,JPM,-0.019734108849189802,0.03362172817873188,0.019531550867204695
2018-04-12,JNJ,-0.028902173362379102,-0.08831409727947237,0.01606385084169648
2018-04-12,V,-0.017138719706972227,0.01969881754069669,0.017520791060007406
2018-04-12,PG,-0.024225467059699857,-0.13362689817412987,0.010026152504053889
2018-04-12,UNH,-0.01189361765024688,0.003608048801237107,0.01889152610708656
2018-04-12,HD,-0.028078363475544377,-0.09097042947664868,0.015107636370473146
2018-04-12,MA,-0.032765793441173474,0.0949823548283606,0.019382017404369806
2018-04-12,BAC,-0.05281431367835432,0.006988028346422093,0.02280607053031658
2018-04-12,XOM,0.0360807290767009,-0.09375887639227165,0.01498213362977177
2018-04-12,CVX,0.02407638024076375,-0.0641104799140626,0.01680961254380638
2018-04-12,KO,-0.0033749214140473827,-0.035865515767187106,0.008970013961330832
2018-04-12,PEP,-0.046684976482635254,-0.07134627882702804,0.00991284407733102
2018-04-12,DIS,-0.03221649484536082,-0.08294195002817961,0.013063987830393834
2018-04-13,AAPL,-0.020757876236506823,0.0009613773916083979,0.01831892414654397
2018-04-13,MSFT,-0.008207295450044838,0.061723720456038134,0.027081924287239698
2018-04-13,AMZN,-0.10069767441860455,0.12071153303881954,0.026308337110107428
2018-04-13,GOOGL,-0.0982266715586072,-0.06835349817785363,0.02080206421378376
2018-04-13,META,-0.10679189966882019,-0.12382169675667043,0.028198520083013837
2018-04-13,NVDA,-0.0693283727579933,0.03371571180320587,0.03593459524881032
2018-04-13,TSLA,-0.08048568791245125,-0.11128717265867738,0.04410763036462906
2018-04-13,JPM,-0.035666982781732526,0.00019402466292106624,0.020423055871835023
2018-04-13,JNJ,-0.012854792266556947,-0.09198546394759455,0.0160096743741306
2018-04-13,V,-0.014896112457087995,0.009510023248673116,0.01744276009439017
2018-04-13,PG,-0.007983586494852868,-0.12403297883836684,0.010152617389465058
2018-04-13,UNH,-0.004896610573106974,-0.0016623945449568689,0.018399901873258597
2018-04-13,HD,-0.026116955523600605,-0.10738130885421793,0.015072046061845134
2018-04-13,MA,-0.030996713505385465,0.08452437111929911,0.019336369728570914
2018-04-13,BAC,-0.07286116825418787,-0.024329811386657352,0.023511218364966936
2018-04-13,XOM,0.057669735458805826,-0.09538699537547513,0.014903511795028641
2018-04-13,CVX,0.04184063230508439,-0.08619705081243545,0.016829843692384317
2018-04-13,KO,0.01665423483161277,-0.02469862029977532,0.009243149286083803
2018-04-13,PEP,-0.0295526952845655,-0.05818523835453682,0.010153205191390772
2018-04-13,DIS,-0.03413499604117198,-0.09579356990642096,0.013018937157074533
2018-04-16,AAPL,-0.015856146510414337,-0.0029633083306696006,0.018376185981503368
2018-04-16,MSFT,-0.00010037881596347553,0.05590855925904936,0.027196358838991765
2018-04-16,AMZN,-0.08899590474745944,0.10442844008581065,0.02644202237776873
2018-04-16,GOOGL,-0.0908280503675688,-0.07477946254369461,0.020937031808562028
2018-04-16,META,-0.10350266507124983,-0.08106149300328924,0.028112574622196494
2018-04-16,NVDA,-0.07157363121103044,0.0388441952238634,0.03589712158452164
2018-04-16,TSLA,-0.10562176655134126,-0.13387196794960443,0.044482521647375914
2018-04-16,JPM,-0.03899759526636659,-0.016927786414287826,0.02040762511312361
2018-04-16,JNJ,-0.009784702452994232,-0.09036955840901972,0.016099452289454166
2018-04-16,V,-0.01238095238095227,0.016773470602654328,0.017459083314535356
2018-04-16,PG,-0.0007836344735553391,-0.11606077388344815,0.01013877520386291
2018-04-16,UNH,0.0036983798270191492,0.0106717563993739,0.01935587987565186
2018-04-16,HD,-0.020652952486271192,-0.1069943050956218,0.015204846267607586
2018-04-16,MA,-0.03769830020297782,0.07263385408766876,0.019174261047651926
2018-04-16,BAC,-0.06755919305643554,-0.03680696371159531,0.023543220413570404
2018-04-16,XOM,0.0554019735385296,-0.093416015787534,0.01489306963071879
2018-04-16,CVX,0.04439123246760168,-0.0874473438956197,0.016834413997931383
2018-04-16,KO,0.023098498597591055,-0.02332316337392004,0.009157966686843797
2018-04-16,PEP,-0.01859700105925799,-0.056753001005262815,0.010268479381965545
2018-04-16,DIS,-0.029033864541832766,-0.10866782481484871,0.013008212130805672
2018-04-17,AAPL,0.0012235793743557988,0.015807346008192225,0.01829076071662026
2018-04-17,MSFT,0.015526807675623422,0.09249734901608186,0.02719398081440034
2018-04-17,AMZN,-0.04317036546879771,0.1524837913645909,0.028249255290488176
2018-04-17,GOOGL,-0.048534842283880164,-0.045405000461559264,0.02140611491633341
2018-04-17,META,-0.08876762656005188,-0.05454341611076852,0.02464676141816361
2018-04-17,NVDA,-0.05164753257313226,0.07998721262863162,0.035508343945228046
2018-04-17,TSLA,-0.10474576745879483,-0.1540049491193478,0.04427360782590188
2018-04-17,JPM,-0.040691860233475485,-0.013495076217732271,0.02035575188111328
2018-04-17,JNJ,-0.023620911928348476,-0.10539240447307696,0.015114737968042757
2018-04-17,V,-0.005757154296792688,0.029941583786663006,0.01768176537620106
2018-04-17,PG,-0.006821514272463136,-0.12403579377420049,0.010113380725372545
2018-04-17,UNH,0.04698487160739795,0.02776493256262058,0.020602493395507394
2018-04-17,HD,-0.02257876932888958,-0.10385589965259057,0.015073618276721224
2018-04-17,MA,-0.02173522139806694,0.10051077172044098,0.020026786168870454
2018-04-17,BAC,-0.06618718953164615,-0.034784906307129826,0.023586263244991273
2018-04-17,XOM,0.04275108227333946,-0.09015065983775106,0.014513303297063192
2018-04-17,CVX,0.0526058249107888,-0.07065426555484289,0.016461249368462945
2018-04-17,KO,0.032687900609956744,-0.02695259548178064,0.009070016030545367
2018-04-17,PEP,-0.02479803887076648,-0.06930530738871765,0.010172340581441484
2018-04-17,DIS,-0.006747301079568335,-0.07696237807710182,0.013439417045967593
2018-04-18,AAPL,0.014512830183205594,-0.002946228945748919,0.018303465612665243
2018-04-18,MSFT,0.038238688800634746,0.07493192904815604,0.02719686399063059
2018-04-18,AMZN,-0.011061989863618393,0.17979922779922775,0.02778280578610608
2018-04-18,GOOGL,-0.022434166350392748,-0.05593020530649717,0.021404593285832278
2018-04-18,META,-0.03592953175706992,-0.06328828828828814,0.02415725152114205
2018-04-18,NVDA,-0.019221256566801515,0.05250391377107588,0.034506414993466135
2018-04-18,TSLA,-0.06445177956371995,-0.15499913584514347,0.04453976080637673
2018-04-18,JPM,-0.04048098728334382,-0.02772435016760999,0.020398057411609265
2018-04-18,JNJ,-0.019208665668210667,-0.1253455505513278,0.015768124749526408
2018-04-18,V,0.010050679272603391,0.021967320486745434,0.017450660711098503
2018-04-18,PG,-0.005834710672098065,-0.13599445038587166,0.010083963379371182
2018-04-18,UNH,0.05044889279734499,-0.00513836409920998,0.020748171394953566
2018-04-18,HD,0.015504071872176839,-0.0948280716771599,0.016348395157070077
2018-04-18,MA,-0.004704385077781481,0.09359120022973277,0.019916472719649775
2018-04-18,BAC,-0.07667690554289197,-0.0493660651679283,0.023783410025159536
2018-04-18,XOM,0.0683823899633138,-0.09056339422816873,0.01458300162368474
2018-04-18,CVX,0.08688311322858078,-0.0553402442007036,0.016842410257849615
2018-04-18,KO,0.02884013549705977,-0.0409516488084356,0.009307714502935676
2018-04-18,PEP,-0.0307043147538254,-0.09566812939303337,0.01082152197526347
2018-04-18,DIS,-0.0027053316311022035,-0.09617079889807156,0.013616442483866415
2018-04-19,AAPL,-0.013989785159461698,-0.03212015325379447,0.01872013581062681
2018-04-19,MSFT,0.03198479199734239,0.07169724528862398,0.027146364965618296
2018-04-19,AMZN,-0.01865730439770319,0.20380880215259967,0.028155191738402897
2018-04-19,GOOGL,-0.005793878601482727,-0.04095007712927157,0.021623101666571973
2018-04-19,META,-0.0002973535533750127,-0.06507230255839835,0.02421831909690956
2018-04-19,NVDA,-0.08239163065284727,0.020970592527334686,0.03511080056351159
2018-04-19,TSLA,-0.03371443199876345,-0.12911763809623322,0.04463927384841101
2018-04-19,JPM,-0.02027123970209177,-0.00854809330509343,0.021088841986679666
2018-04-19,JNJ,-0.027723508359411397,-0.12637098027031224,0.015766300861659605
2018-04-19,V,-0.007554240962640568,0.008418643966496164,0.017197422955922657
2018-04-19,PG,-0.0339907008902568,-0.16117648097533044,0.011972880941090109
2018-04-19,UNH,0.039578721075286705,-0.02720385357165933,0.02026231224728111
2018-04-19,HD,-0.006041802743305014,-0.10205957446808511,0.016735080118839115
2018-04-19,MA,-0.01792940647482011,0.08318042055147767,0.019805636759915642
2018-04-19,BAC,-0.056374047923500314,-0.03772314626489115,0.024468167419370447
2018-04-19,XOM,0.07335244948950126,-0.0823571412633598,0.01436592021069318
2018-04-19,CVX,0.08046123051512111,-0.05031137021824306,0.01630254623859819
2018-04-19,KO,0.02669524499363174,-0.046479292382407444,0.009332687091263047
2018-04-19,PEP,-0.039341483449300774,-0.10664742412315231,0.010962314143395074
2018-04-19,DIS,-0.0045046416070613216,-0.08631157463450978,0.013589262077149583
2018-04-20,AAPL,-0.03236208313123001,-0.06767686401678619,0.020700441146387753
2018-04-20,MSFT,0.027231912088422794,0.060501907998724125,0.02635101680752748
2018-04-20,AMZN,-0.03437093042367856,0.17991163157162937,0.027981231347101506
2018-04-20,GOOGL,-0.015247034992954545,-0.05787584366799192,0.01997133493012687
2018-04-20,META,-0.018359997638585424,-0.08279552098847143,0.023559958348215945
2018-04-20,NVDA,-0.07988671226573851,-0.0054390805405689635,0.034674311935522804
2018-04-20,TSLA,-0.08305847786939635,-0.17079285356143437,0.04492605586057393
2018-04-20,JPM,-0.023588867706284766,-0.00884685628818671,0.01879954377871357
2018-04-20,JNJ,-0.03442044648878584,-0.13504449590668632,0.01445282651455737
2018-04-20,V,0.007844105848585858,0.013819278450321715,0.016014118717607308
2018-04-20,PG,-0.03315148786015376,-0.1820913679209345,0.012304138980168354
2018-04-20,UNH,0.05504085278943238,-0.03087370226262698,0.018374248393410127
2018-04-20,HD,-0.005794551110831825,-0.11574622694242587,0.016349103148731635
2018-04-20,MA,-0.018674507310870947,0.06301110441594204,0.018819761978438418
2018-04-20,BAC,-0.05037644589048029,-0.04231112799195347,0.022697804067049403
2018-04-20,XOM,0.05277225922227813,-0.08424899678703235,0.013425929108952671
2018-04-20,CVX,0.04477382446857803,-0.059283492641480806,0.014929346902995194
2018-04-20,KO,0.01719110203044716,-0.06432984052404567,0.00975822684347911
2018-04-20,PEP,-0.057768198556006234,-0.14089140942440637,0.012566629276305108
2018-04-20,DIS,-0.015472090651100334,-0.09366865005578284,0.0133986648308432
2018-04-23,AAPL,-0.02136898009176058,-0.06255574816136256,0.020032838651553083
2018-04-23,MSFT,0.06191913052633602,0.04573051116046445,0.025238429272945527
2018-04-23,AMZN,-0.017515470056701843,0.1435610369845779,0.0270204428133564
2018-04-23,GOOGL,0.019616027506656364,-0.07761156457658736,0.01901313597074114
2018-04-23,META,0.005761416702043887,-0.10535685385984783,0.02218539567982464
2018-04-23,NVDA,-0.07432575812005937,-0.041329807852040434,0.03402363979182121
2018-04-23,TSLA,-0.08324476990493379,-0.19396432182887957,0.04490583327771458
2018-04-23,JPM,0.013851223800175783,-0.024973974965677215,0.017683131124532354
2018-04-23,JNJ,-0.004273732571184241,-0.13833992094861647,0.013826613255277388
2018-04-23,V,0.03697840594033419,0.00271472548289986,0.014714902879443537
2018-04-23,PG,-0.035731989978429524,-0.19818779360157457,0.012440488138679383
2018-04-23,UNH,0.08886013996913822,-0.03461269162735836,0.018041200542772414
2018-04-23,HD,0.013403799019607865,-0.12611868828638428,0.01562480217020916
2018-04-23,MA,0.0008766239458597447,0.04393702035317859,0.01827823596669925
2018-04-23,BAC,-0.007500963993917753,-0.04722061196125127,0.02008789500905543
2018-04-23,XOM,0.08261692065160275,-0.08913310352856896,0.013143947586220775
2018-04-23,CVX,0.08694779965668942,-0.058444486191996936,0.014805759133789106
2018-04-23,KO,0.028569797875202863,-0.06352489947417261,0.009430618299181045
2018-04-23,PEP,-0.049616257241734574,-0.14966150916448473,0.012158321154101965
2018-04-23,DIS,-0.0045075432356188605,-0.09852832284339141,0.012516058177317761
2018-04-24,AAPL,-0.012404200162888568,-0.07601797990481218,0.016899711928925514
2018-04-24,MSFT,0.0681256392246743,0.018022948547805617,0.01971018459369573
2018-04-24,AMZN,-0.023716868597716045,0.07159422842632135,0.02671344901937859
2018-04-24,GOOGL,-0.0038109428221704267,-0.13053428470495476,0.021155458482647254
2018-04-24,META,0.0018821757952194318,-0.15664114074465274,0.023849506737402968
2018-04-24,NVDA,-0.05055950764021522,-0.0735375016714992,0.03189502967820059
2018-04-24,TSLA,-0.05996209464400293,-0.1965194542354577,0.04483765155695463
2018-04-24,JPM,0.037209997184073584,-0.0284016257690638,0.016374458463675395
2018-04-24,JNJ,0.00906749845852528,-0.10441899580714475,0.0132265402948102
2018-04-24,V,0.036716752635119976,-0.025047031728489877,0.014465027763181648
2018-04-24,PG,-0.036056406406631436,-0.1782864938190235,0.012348946131161323
2018-04-24,UNH,0.10186475894900182,-0.041664951024124264,0.017022971219134184
2018-04-24,HD,0.02595228946734318,-0.13479313924175773,0.014611417338260527
2018-04-24,MA,0.009695927591003795,0.03767402762352967,0.01707578672102041
2018-04-24,BAC,0.03494937027132039,-0.05071266086847137,0.017583077051566854
2018-04-24,XOM,0.07487199594484562,-0.10361816668753276,0.013598344058407333
2018-04-24,CVX,0.08463030030564167,-0.055348165325071474,0.014558382875304154
2018-04-24,KO,0.017493815941555413,-0.08429528675765685,0.01055669022051866
2018-04-24,PEP,-0.04462690119209878,-0.1575898052232969,0.012194442414227494
2018-04-24,DIS,0.009328922791163485,-0.09922704414229844,0.01163994931884594
2018-04-25,AAPL,-0.052840472843857955,-0.05683375388080214,0.016072818059177034
2018-04-25,MSFT,-0.015640303939459588,0.010033523440548864,0.016686388415309655
2018-04-25,AMZN,-0.06150296299152891,0.07562375231121687,0.025414820215650422
2018-04-25,GOOGL,-0.029502552647765135,-0.12661217075386022,0.018522285776533667
2018-04-25,META,-0.0023116331375734323,-0.14398284642187087,0.020866603885402263
2018-04-25,NVDA,-0.11379414078770766,-0.08053512875742574,0.02721165401205863
2018-04-25,TSLA,-0.07722388516029133,-0.18849661524851136,0.04081234843015239
2018-04-25,JPM,0.0022121287621565955,-0.04399375509635839,0.015730296087259368
2018-04-25,JNJ,-0.004976674619849741,-0.10218098566092304,0.013265645634283642
2018-04-25,V,0.004845079243576134,-0.02474461798227101,0.0129697048127512
2018-04-25,PG,-0.045013702994115334,-0.17371687206330888,0.011400563988061852
2018-04-25,UNH,0.07212627840039176,-0.03749570476255926,0.016900181161667003
2018-04-25,HD,0.005791934429973278,-0.13479148248802164,0.014485299310573758
2018-04-25,MA,-0.025333456835864965,0.034107870054727485,0.016017881670531517
2018-04-25,BAC,-0.00993297704573326,-0.057309100009384606,0.01611048219642499
2018-04-25,XOM,0.07430932498260279,-0.09283449830029411,0.013734155039839387
2018-04-25,CVX,0.06396328890532654,-0.05684370114180126,0.014411888330253144
2018-04-25,KO,-0.006157514781301998,-0.10507841416602526,0.011047001197695396
2018-04-25,PEP,-0.05287019622139133,-0.15871087294991926,0.011952447699440568
2018-04-25,DIS,0.004934361751034233,-0.08469340281008653,0.011887947691126414
2018-04-26,AAPL,-0.02438969122001322,-0.03641820885575453,0.015939716112922137
2018-04-26,MSFT,0.05350348144848427,0.025667312723421487,0.017222077761598693
2018-04-26,AMZN,0.013967469356400697,0.1016074603577779,0.02484177719032094
2018-04-26,GOOGL,0.03611667052059997,-0.11744080416344771,0.01898086513027135
2018-04-26,META,0.1441334909998686,-0.07104757840836351,0.028697553387594485
2018-04-26,NVDA,-0.0013082038719249844,-0.04652185368824835,0.028382083768448106
2018-04-26,TSLA,0.022566086395873652,-0.15448281377030826,0.03658100092937065
2018-04-26,JPM,0.023106342123142554,-0.04341001272466993,0.01571856922387149
2018-04-26,JNJ,0.006124250069087234,-0.10782267754379304,0.013446892612979726
2018-04-26,V,0.0825362487261545,0.016920828994659187,0.01655394129123326
2018-04-26,PG,-0.056099255002595494,-0.1688289448271424,0.010949395985074517
2018-04-26,UNH,0.08746665298584033,-0.03010766464271175,0.016934341392109555
2018-04-26,HD,0.0634301345992454,-0.0904986548755965,0.017775559174249018
2018-04-26,MA,0.034258835282853894,0.0582222411516673,0.017307279126311737
2018-04-26,BAC,0.018668965621094324,-0.05949190658422043,0.016079282174859943
2018-04-26,XOM,0.09717236403782281,-0.0756143472546622,0.013498910239422282
2018-04-26,CVX,0.08335214993064732,-0.039870782073395006,0.013160645131108064
2018-04-26,KO,-0.003208341688389682,-0.0984832332203538,0.010934135671503715
2018-04-26,PEP,-0.0405572676130882,-0.1395416048614766,0.012532428392549345
2018-04-26,DIS,0.004832967669826438,-0.0969587053571428,0.01212325339581266
2018-04-27,AAPL,-0.024958059564328727,-0.04964009319613627,0.015990055673455204
2018-04-27,MSFT,0.07190713627312073,0.02345629855890996,0.01699971242112911
2018-04-27,AMZN,0.09864330524933296,0.12165757283977019,0.025860105848839583
2018-04-27,GOOGL,0.026133493085717108,-0.13145435952910145,0.017838360591323685
2018-04-27,META,0.13435274129255692,-0.08636842105263154,0.02738225208861346
2018-04-27,NVDA,0.022515482589390068,-0.06936043497334587,0.026362219001779964
2018-04-27,TSLA,0.14080056792724016,-0.1422646313772329,0.03649679207494422
2018-04-27,JPM,0.01805356658024615,-0.0548219687234337,0.015280661920540374
2018-04-27,JNJ,0.006549616010963488,-0.11174197804268948,0.013399718920225562
2018-04-27,V,0.07703763513210427,-0.0007324787747626793,0.016210260097306663
2018-04-27,PG,-0.06794885297177045,-0.16238138270907043,0.010792490685517526
2018-04-27,UNH,0.09924464960134283,-0.030230930720783755,0.01598199790810595
2018-04-27,HD,0.06698426724551942,-0.09522232297509359,0.01733143971077614
